ID,diagOnly,meta,metaRate,penalty,initAlpha,initD,wGen,initLambda,finalLambda,tauLambda
331,0,1,0.01,0.001,0.001,0.001,0.00015,1e-05,0.99,0.05
332,1,1,0.01,0.001,0.001,0.001,0.00015,1e-05,0.99,0.05
333,0,0,0.1,0.001,0.001,0.001,0.00015,1e-05,0.99,0.05
334,1,0,0.1,0.001,0.001,0.001,0.00015,1e-05,0.99,0.05
335,0,1,0.1,0.001,0.001,0.001,0.00015,1e-05,0.99,0.05
336,1,1,0.1,0.001,0.001,0.001,0.00015,1e-05,0.99,0.05
337,0,0,0.001,0.0001,0.01,0.001,0.00015,1e-05,0.99,0.05
338,1,0,0.001,0.0001,0.01,0.001,0.00015,1e-05,0.99,0.05
339,0,1,0.001,0.0001,0.01,0.001,0.00015,1e-05,0.99,0.05
340,1,1,0.001,0.0001,0.01,0.001,0.00015,1e-05,0.99,0.05
341,0,0,0.01,0.0001,0.01,0.001,0.00015,1e-05,0.99,0.05
342,1,0,0.01,0.0001,0.01,0.001,0.00015,1e-05,0.99,0.05
343,0,1,0.01,0.0001,0.01,0.001,0.00015,1e-05,0.99,0.05
344,1,1,0.01,0.0001,0.01,0.001,0.00015,1e-05,0.99,0.05
345,0,0,0.1,0.0001,0.01,0.001,0.00015,1e-05,0.99,0.05
346,1,0,0.1,0.0001,0.01,0.001,0.00015,1e-05,0.99,0.05
347,0,1,0.1,0.0001,0.01,0.001,0.00015,1e-05,0.99,0.05
348,1,1,0.1,0.0001,0.01,0.001,0.00015,1e-05,0.99,0.05
349,0,0,0.001,0.001,0.01,0.001,0.00015,1e-05,0.99,0.05
350,1,0,0.001,0.001,0.01,0.001,0.00015,1e-05,0.99,0.05
351,0,1,0.001,0.001,0.01,0.001,0.00015,1e-05,0.99,0.05
352,1,1,0.001,0.001,0.01,0.001,0.00015,1e-05,0.99,0.05
353,0,0,0.01,0.001,0.01,0.001,0.00015,1e-05,0.99,0.05
354,1,0,0.01,0.001,0.01,0.001,0.00015,1e-05,0.99,0.05
355,0,1,0.01,0.001,0.01,0.001,0.00015,1e-05,0.99,0.05
356,1,1,0.01,0.001,0.01,0.001,0.00015,1e-05,0.99,0.05
357,0,0,0.1,0.001,0.01,0.001,0.00015,1e-05,0.99,0.05
358,1,0,0.1,0.001,0.01,0.001,0.00015,1e-05,0.99,0.05
359,0,1,0.1,0.001,0.01,0.001,0.00015,1e-05,0.99,0.05
360,1,1,0.1,0.001,0.01,0.001,0.00015,1e-05,0.99,0.05
361,0,0,0.001,0.0001,0.0001,0.01,0.00015,1e-05,0.99,0.05
362,1,0,0.001,0.0001,0.0001,0.01,0.00015,1e-05,0.99,0.05
363,0,1,0.001,0.0001,0.0001,0.01,0.00015,1e-05,0.99,0.05
364,1,1,0.001,0.0001,0.0001,0.01,0.00015,1e-05,0.99,0.05
365,0,0,0.01,0.0001,0.0001,0.01,0.00015,1e-05,0.99,0.05
366,1,0,0.01,0.0001,0.0001,0.01,0.00015,1e-05,0.99,0.05
367,0,1,0.01,0.0001,0.0001,0.01,0.00015,1e-05,0.99,0.05
368,1,1,0.01,0.0001,0.0001,0.01,0.00015,1e-05,0.99,0.05
369,0,0,0.1,0.0001,0.0001,0.01,0.00015,1e-05,0.99,0.05
370,1,0,0.1,0.0001,0.0001,0.01,0.00015,1e-05,0.99,0.05
371,0,1,0.1,0.0001,0.0001,0.01,0.00015,1e-05,0.99,0.05
372,1,1,0.1,0.0001,0.0001,0.01,0.00015,1e-05,0.99,0.05
373,0,0,0.001,0.001,0.0001,0.01,0.00015,1e-05,0.99,0.05
374,1,0,0.001,0.001,0.0001,0.01,0.00015,1e-05,0.99,0.05
375,0,1,0.001,0.001,0.0001,0.01,0.00015,1e-05,0.99,0.05
376,1,1,0.001,0.001,0.0001,0.01,0.00015,1e-05,0.99,0.05
377,0,0,0.01,0.001,0.0001,0.01,0.00015,1e-05,0.99,0.05
378,1,0,0.01,0.001,0.0001,0.01,0.00015,1e-05,0.99,0.05
379,0,1,0.01,0.001,0.0001,0.01,0.00015,1e-05,0.99,0.05
380,1,1,0.01,0.001,0.0001,0.01,0.00015,1e-05,0.99,0.05
381,0,0,0.1,0.001,0.0001,0.01,0.00015,1e-05,0.99,0.05
382,1,0,0.1,0.001,0.0001,0.01,0.00015,1e-05,0.99,0.05
383,0,1,0.1,0.001,0.0001,0.01,0.00015,1e-05,0.99,0.05
384,1,1,0.1,0.001,0.0001,0.01,0.00015,1e-05,0.99,0.05
385,0,0,0.001,0.0001,0.001,0.01,0.00015,1e-05,0.99,0.05
386,1,0,0.001,0.0001,0.001,0.01,0.00015,1e-05,0.99,0.05
387,0,1,0.001,0.0001,0.001,0.01,0.00015,1e-05,0.99,0.05
388,1,1,0.001,0.0001,0.001,0.01,0.00015,1e-05,0.99,0.05
389,0,0,0.01,0.0001,0.001,0.01,0.00015,1e-05,0.99,0.05
390,1,0,0.01,0.0001,0.001,0.01,0.00015,1e-05,0.99,0.05
391,0,1,0.01,0.0001,0.001,0.01,0.00015,1e-05,0.99,0.05
392,1,1,0.01,0.0001,0.001,0.01,0.00015,1e-05,0.99,0.05
393,0,0,0.1,0.0001,0.001,0.01,0.00015,1e-05,0.99,0.05
394,1,0,0.1,0.0001,0.001,0.01,0.00015,1e-05,0.99,0.05
395,0,1,0.1,0.0001,0.001,0.01,0.00015,1e-05,0.99,0.05
396,1,1,0.1,0.0001,0.001,0.01,0.00015,1e-05,0.99,0.05
397,0,0,0.001,0.001,0.001,0.01,0.00015,1e-05,0.99,0.05
398,1,0,0.001,0.001,0.001,0.01,0.00015,1e-05,0.99,0.05
399,0,1,0.001,0.001,0.001,0.01,0.00015,1e-05,0.99,0.05
400,1,1,0.001,0.001,0.001,0.01,0.00015,1e-05,0.99,0.05
401,0,0,0.01,0.001,0.001,0.01,0.00015,1e-05,0.99,0.05
402,1,0,0.01,0.001,0.001,0.01,0.00015,1e-05,0.99,0.05
403,0,1,0.01,0.001,0.001,0.01,0.00015,1e-05,0.99,0.05
404,1,1,0.01,0.001,0.001,0.01,0.00015,1e-05,0.99,0.05
405,0,0,0.1,0.001,0.001,0.01,0.00015,1e-05,0.99,0.05
406,1,0,0.1,0.001,0.001,0.01,0.00015,1e-05,0.99,0.05
407,0,1,0.1,0.001,0.001,0.01,0.00015,1e-05,0.99,0.05
408,1,1,0.1,0.001,0.001,0.01,0.00015,1e-05,0.99,0.05
409,0,0,0.001,0.0001,0.01,0.01,0.00015,1e-05,0.99,0.05
410,1,0,0.001,0.0001,0.01,0.01,0.00015,1e-05,0.99,0.05
411,0,1,0.001,0.0001,0.01,0.01,0.00015,1e-05,0.99,0.05
412,1,1,0.001,0.0001,0.01,0.01,0.00015,1e-05,0.99,0.05
413,0,0,0.01,0.0001,0.01,0.01,0.00015,1e-05,0.99,0.05
414,1,0,0.01,0.0001,0.01,0.01,0.00015,1e-05,0.99,0.05
415,0,1,0.01,0.0001,0.01,0.01,0.00015,1e-05,0.99,0.05
416,1,1,0.01,0.0001,0.01,0.01,0.00015,1e-05,0.99,0.05
417,0,0,0.1,0.0001,0.01,0.01,0.00015,1e-05,0.99,0.05
418,1,0,0.1,0.0001,0.01,0.01,0.00015,1e-05,0.99,0.05
419,0,1,0.1,0.0001,0.01,0.01,0.00015,1e-05,0.99,0.05
420,1,1,0.1,0.0001,0.01,0.01,0.00015,1e-05,0.99,0.05
421,0,0,0.001,0.001,0.01,0.01,0.00015,1e-05,0.99,0.05
422,1,0,0.001,0.001,0.01,0.01,0.00015,1e-05,0.99,0.05
423,0,1,0.001,0.001,0.01,0.01,0.00015,1e-05,0.99,0.05
424,1,1,0.001,0.001,0.01,0.01,0.00015,1e-05,0.99,0.05
425,0,0,0.01,0.001,0.01,0.01,0.00015,1e-05,0.99,0.05
426,1,0,0.01,0.001,0.01,0.01,0.00015,1e-05,0.99,0.05
427,0,1,0.01,0.001,0.01,0.01,0.00015,1e-05,0.99,0.05
428,1,1,0.01,0.001,0.01,0.01,0.00015,1e-05,0.99,0.05
429,0,0,0.1,0.001,0.01,0.01,0.00015,1e-05,0.99,0.05
430,1,0,0.1,0.001,0.01,0.01,0.00015,1e-05,0.99,0.05
431,0,1,0.1,0.001,0.01,0.01,0.00015,1e-05,0.99,0.05
432,1,1,0.1,0.001,0.01,0.01,0.00015,1e-05,0.99,0.05
433,0,0,0.001,0.0001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
434,1,0,0.001,0.0001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
435,0,1,0.001,0.0001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
436,1,1,0.001,0.0001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
437,0,0,0.01,0.0001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
438,1,0,0.01,0.0001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
439,0,1,0.01,0.0001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
440,1,1,0.01,0.0001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
441,0,0,0.1,0.0001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
442,1,0,0.1,0.0001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
443,0,1,0.1,0.0001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
444,1,1,0.1,0.0001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
445,0,0,0.001,0.001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
446,1,0,0.001,0.001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
447,0,1,0.001,0.001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
448,1,1,0.001,0.001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
449,0,0,0.01,0.001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
450,1,0,0.01,0.001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
451,0,1,0.01,0.001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
452,1,1,0.01,0.001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
453,0,0,0.1,0.001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
454,1,0,0.1,0.001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
455,0,1,0.1,0.001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
456,1,1,0.1,0.001,0.0001,0.0001,0.0002,1e-05,0.99,0.05
457,0,0,0.001,0.0001,0.001,0.0001,0.0002,1e-05,0.99,0.05
458,1,0,0.001,0.0001,0.001,0.0001,0.0002,1e-05,0.99,0.05
459,0,1,0.001,0.0001,0.001,0.0001,0.0002,1e-05,0.99,0.05
460,1,1,0.001,0.0001,0.001,0.0001,0.0002,1e-05,0.99,0.05
461,0,0,0.01,0.0001,0.001,0.0001,0.0002,1e-05,0.99,0.05
462,1,0,0.01,0.0001,0.001,0.0001,0.0002,1e-05,0.99,0.05
463,0,1,0.01,0.0001,0.001,0.0001,0.0002,1e-05,0.99,0.05
464,1,1,0.01,0.0001,0.001,0.0001,0.0002,1e-05,0.99,0.05
465,0,0,0.1,0.0001,0.001,0.0001,0.0002,1e-05,0.99,0.05
466,1,0,0.1,0.0001,0.001,0.0001,0.0002,1e-05,0.99,0.05
467,0,1,0.1,0.0001,0.001,0.0001,0.0002,1e-05,0.99,0.05
468,1,1,0.1,0.0001,0.001,0.0001,0.0002,1e-05,0.99,0.05
469,0,0,0.001,0.001,0.001,0.0001,0.0002,1e-05,0.99,0.05
470,1,0,0.001,0.001,0.001,0.0001,0.0002,1e-05,0.99,0.05
471,0,1,0.001,0.001,0.001,0.0001,0.0002,1e-05,0.99,0.05
472,1,1,0.001,0.001,0.001,0.0001,0.0002,1e-05,0.99,0.05
473,0,0,0.01,0.001,0.001,0.0001,0.0002,1e-05,0.99,0.05
474,1,0,0.01,0.001,0.001,0.0001,0.0002,1e-05,0.99,0.05
475,0,1,0.01,0.001,0.001,0.0001,0.0002,1e-05,0.99,0.05
476,1,1,0.01,0.001,0.001,0.0001,0.0002,1e-05,0.99,0.05
477,0,0,0.1,0.001,0.001,0.0001,0.0002,1e-05,0.99,0.05
478,1,0,0.1,0.001,0.001,0.0001,0.0002,1e-05,0.99,0.05
479,0,1,0.1,0.001,0.001,0.0001,0.0002,1e-05,0.99,0.05
480,1,1,0.1,0.001,0.001,0.0001,0.0002,1e-05,0.99,0.05
481,0,0,0.001,0.0001,0.01,0.0001,0.0002,1e-05,0.99,0.05
482,1,0,0.001,0.0001,0.01,0.0001,0.0002,1e-05,0.99,0.05
483,0,1,0.001,0.0001,0.01,0.0001,0.0002,1e-05,0.99,0.05
484,1,1,0.001,0.0001,0.01,0.0001,0.0002,1e-05,0.99,0.05
485,0,0,0.01,0.0001,0.01,0.0001,0.0002,1e-05,0.99,0.05
486,1,0,0.01,0.0001,0.01,0.0001,0.0002,1e-05,0.99,0.05
487,0,1,0.01,0.0001,0.01,0.0001,0.0002,1e-05,0.99,0.05
488,1,1,0.01,0.0001,0.01,0.0001,0.0002,1e-05,0.99,0.05
489,0,0,0.1,0.0001,0.01,0.0001,0.0002,1e-05,0.99,0.05
490,1,0,0.1,0.0001,0.01,0.0001,0.0002,1e-05,0.99,0.05
491,0,1,0.1,0.0001,0.01,0.0001,0.0002,1e-05,0.99,0.05
492,1,1,0.1,0.0001,0.01,0.0001,0.0002,1e-05,0.99,0.05
493,0,0,0.001,0.001,0.01,0.0001,0.0002,1e-05,0.99,0.05
494,1,0,0.001,0.001,0.01,0.0001,0.0002,1e-05,0.99,0.05
495,0,1,0.001,0.001,0.01,0.0001,0.0002,1e-05,0.99,0.05
496,1,1,0.001,0.001,0.01,0.0001,0.0002,1e-05,0.99,0.05
497,0,0,0.01,0.001,0.01,0.0001,0.0002,1e-05,0.99,0.05
498,1,0,0.01,0.001,0.01,0.0001,0.0002,1e-05,0.99,0.05
499,0,1,0.01,0.001,0.01,0.0001,0.0002,1e-05,0.99,0.05
500,1,1,0.01,0.001,0.01,0.0001,0.0002,1e-05,0.99,0.05
501,0,0,0.1,0.001,0.01,0.0001,0.0002,1e-05,0.99,0.05
502,1,0,0.1,0.001,0.01,0.0001,0.0002,1e-05,0.99,0.05
503,0,1,0.1,0.001,0.01,0.0001,0.0002,1e-05,0.99,0.05
504,1,1,0.1,0.001,0.01,0.0001,0.0002,1e-05,0.99,0.05
505,0,0,0.001,0.0001,0.0001,0.001,0.0002,1e-05,0.99,0.05
506,1,0,0.001,0.0001,0.0001,0.001,0.0002,1e-05,0.99,0.05
507,0,1,0.001,0.0001,0.0001,0.001,0.0002,1e-05,0.99,0.05
508,1,1,0.001,0.0001,0.0001,0.001,0.0002,1e-05,0.99,0.05
509,0,0,0.01,0.0001,0.0001,0.001,0.0002,1e-05,0.99,0.05
510,1,0,0.01,0.0001,0.0001,0.001,0.0002,1e-05,0.99,0.05
511,0,1,0.01,0.0001,0.0001,0.001,0.0002,1e-05,0.99,0.05
512,1,1,0.01,0.0001,0.0001,0.001,0.0002,1e-05,0.99,0.05
513,0,0,0.1,0.0001,0.0001,0.001,0.0002,1e-05,0.99,0.05
514,1,0,0.1,0.0001,0.0001,0.001,0.0002,1e-05,0.99,0.05
515,0,1,0.1,0.0001,0.0001,0.001,0.0002,1e-05,0.99,0.05
516,1,1,0.1,0.0001,0.0001,0.001,0.0002,1e-05,0.99,0.05
517,0,0,0.001,0.001,0.0001,0.001,0.0002,1e-05,0.99,0.05
518,1,0,0.001,0.001,0.0001,0.001,0.0002,1e-05,0.99,0.05
519,0,1,0.001,0.001,0.0001,0.001,0.0002,1e-05,0.99,0.05
520,1,1,0.001,0.001,0.0001,0.001,0.0002,1e-05,0.99,0.05
521,0,0,0.01,0.001,0.0001,0.001,0.0002,1e-05,0.99,0.05
522,1,0,0.01,0.001,0.0001,0.001,0.0002,1e-05,0.99,0.05
523,0,1,0.01,0.001,0.0001,0.001,0.0002,1e-05,0.99,0.05
524,1,1,0.01,0.001,0.0001,0.001,0.0002,1e-05,0.99,0.05
525,0,0,0.1,0.001,0.0001,0.001,0.0002,1e-05,0.99,0.05
526,1,0,0.1,0.001,0.0001,0.001,0.0002,1e-05,0.99,0.05
527,0,1,0.1,0.001,0.0001,0.001,0.0002,1e-05,0.99,0.05
528,1,1,0.1,0.001,0.0001,0.001,0.0002,1e-05,0.99,0.05
529,0,0,0.001,0.0001,0.001,0.001,0.0002,1e-05,0.99,0.05
530,1,0,0.001,0.0001,0.001,0.001,0.0002,1e-05,0.99,0.05
531,0,1,0.001,0.0001,0.001,0.001,0.0002,1e-05,0.99,0.05
532,1,1,0.001,0.0001,0.001,0.001,0.0002,1e-05,0.99,0.05
533,0,0,0.01,0.0001,0.001,0.001,0.0002,1e-05,0.99,0.05
534,1,0,0.01,0.0001,0.001,0.001,0.0002,1e-05,0.99,0.05
535,0,1,0.01,0.0001,0.001,0.001,0.0002,1e-05,0.99,0.05
536,1,1,0.01,0.0001,0.001,0.001,0.0002,1e-05,0.99,0.05
537,0,0,0.1,0.0001,0.001,0.001,0.0002,1e-05,0.99,0.05
538,1,0,0.1,0.0001,0.001,0.001,0.0002,1e-05,0.99,0.05
539,0,1,0.1,0.0001,0.001,0.001,0.0002,1e-05,0.99,0.05
540,1,1,0.1,0.0001,0.001,0.001,0.0002,1e-05,0.99,0.05
541,0,0,0.001,0.001,0.001,0.001,0.0002,1e-05,0.99,0.05
542,1,0,0.001,0.001,0.001,0.001,0.0002,1e-05,0.99,0.05
543,0,1,0.001,0.001,0.001,0.001,0.0002,1e-05,0.99,0.05
544,1,1,0.001,0.001,0.001,0.001,0.0002,1e-05,0.99,0.05
545,0,0,0.01,0.001,0.001,0.001,0.0002,1e-05,0.99,0.05
546,1,0,0.01,0.001,0.001,0.001,0.0002,1e-05,0.99,0.05
547,0,1,0.01,0.001,0.001,0.001,0.0002,1e-05,0.99,0.05
548,1,1,0.01,0.001,0.001,0.001,0.0002,1e-05,0.99,0.05
549,0,0,0.1,0.001,0.001,0.001,0.0002,1e-05,0.99,0.05
550,1,0,0.1,0.001,0.001,0.001,0.0002,1e-05,0.99,0.05
551,0,1,0.1,0.001,0.001,0.001,0.0002,1e-05,0.99,0.05
552,1,1,0.1,0.001,0.001,0.001,0.0002,1e-05,0.99,0.05
553,0,0,0.001,0.0001,0.01,0.001,0.0002,1e-05,0.99,0.05
554,1,0,0.001,0.0001,0.01,0.001,0.0002,1e-05,0.99,0.05
555,0,1,0.001,0.0001,0.01,0.001,0.0002,1e-05,0.99,0.05
556,1,1,0.001,0.0001,0.01,0.001,0.0002,1e-05,0.99,0.05
557,0,0,0.01,0.0001,0.01,0.001,0.0002,1e-05,0.99,0.05
558,1,0,0.01,0.0001,0.01,0.001,0.0002,1e-05,0.99,0.05
559,0,1,0.01,0.0001,0.01,0.001,0.0002,1e-05,0.99,0.05
560,1,1,0.01,0.0001,0.01,0.001,0.0002,1e-05,0.99,0.05
561,0,0,0.1,0.0001,0.01,0.001,0.0002,1e-05,0.99,0.05
562,1,0,0.1,0.0001,0.01,0.001,0.0002,1e-05,0.99,0.05
563,0,1,0.1,0.0001,0.01,0.001,0.0002,1e-05,0.99,0.05
564,1,1,0.1,0.0001,0.01,0.001,0.0002,1e-05,0.99,0.05
565,0,0,0.001,0.001,0.01,0.001,0.0002,1e-05,0.99,0.05
566,1,0,0.001,0.001,0.01,0.001,0.0002,1e-05,0.99,0.05
567,0,1,0.001,0.001,0.01,0.001,0.0002,1e-05,0.99,0.05
568,1,1,0.001,0.001,0.01,0.001,0.0002,1e-05,0.99,0.05
569,0,0,0.01,0.001,0.01,0.001,0.0002,1e-05,0.99,0.05
570,1,0,0.01,0.001,0.01,0.001,0.0002,1e-05,0.99,0.05
571,0,1,0.01,0.001,0.01,0.001,0.0002,1e-05,0.99,0.05
572,1,1,0.01,0.001,0.01,0.001,0.0002,1e-05,0.99,0.05
573,0,0,0.1,0.001,0.01,0.001,0.0002,1e-05,0.99,0.05
574,1,0,0.1,0.001,0.01,0.001,0.0002,1e-05,0.99,0.05
575,0,1,0.1,0.001,0.01,0.001,0.0002,1e-05,0.99,0.05
576,1,1,0.1,0.001,0.01,0.001,0.0002,1e-05,0.99,0.05
577,0,0,0.001,0.0001,0.0001,0.01,0.0002,1e-05,0.99,0.05
578,1,0,0.001,0.0001,0.0001,0.01,0.0002,1e-05,0.99,0.05
579,0,1,0.001,0.0001,0.0001,0.01,0.0002,1e-05,0.99,0.05
580,1,1,0.001,0.0001,0.0001,0.01,0.0002,1e-05,0.99,0.05
581,0,0,0.01,0.0001,0.0001,0.01,0.0002,1e-05,0.99,0.05
582,1,0,0.01,0.0001,0.0001,0.01,0.0002,1e-05,0.99,0.05
583,0,1,0.01,0.0001,0.0001,0.01,0.0002,1e-05,0.99,0.05
584,1,1,0.01,0.0001,0.0001,0.01,0.0002,1e-05,0.99,0.05
585,0,0,0.1,0.0001,0.0001,0.01,0.0002,1e-05,0.99,0.05
586,1,0,0.1,0.0001,0.0001,0.01,0.0002,1e-05,0.99,0.05
587,0,1,0.1,0.0001,0.0001,0.01,0.0002,1e-05,0.99,0.05
588,1,1,0.1,0.0001,0.0001,0.01,0.0002,1e-05,0.99,0.05
589,0,0,0.001,0.001,0.0001,0.01,0.0002,1e-05,0.99,0.05
590,1,0,0.001,0.001,0.0001,0.01,0.0002,1e-05,0.99,0.05
591,0,1,0.001,0.001,0.0001,0.01,0.0002,1e-05,0.99,0.05
592,1,1,0.001,0.001,0.0001,0.01,0.0002,1e-05,0.99,0.05
593,0,0,0.01,0.001,0.0001,0.01,0.0002,1e-05,0.99,0.05
594,1,0,0.01,0.001,0.0001,0.01,0.0002,1e-05,0.99,0.05
595,0,1,0.01,0.001,0.0001,0.01,0.0002,1e-05,0.99,0.05
596,1,1,0.01,0.001,0.0001,0.01,0.0002,1e-05,0.99,0.05
597,0,0,0.1,0.001,0.0001,0.01,0.0002,1e-05,0.99,0.05
598,1,0,0.1,0.001,0.0001,0.01,0.0002,1e-05,0.99,0.05
599,0,1,0.1,0.001,0.0001,0.01,0.0002,1e-05,0.99,0.05
600,1,1,0.1,0.001,0.0001,0.01,0.0002,1e-05,0.99,0.05
601,0,0,0.001,0.0001,0.001,0.01,0.0002,1e-05,0.99,0.05
602,1,0,0.001,0.0001,0.001,0.01,0.0002,1e-05,0.99,0.05
603,0,1,0.001,0.0001,0.001,0.01,0.0002,1e-05,0.99,0.05
604,1,1,0.001,0.0001,0.001,0.01,0.0002,1e-05,0.99,0.05
605,0,0,0.01,0.0001,0.001,0.01,0.0002,1e-05,0.99,0.05
606,1,0,0.01,0.0001,0.001,0.01,0.0002,1e-05,0.99,0.05
607,0,1,0.01,0.0001,0.001,0.01,0.0002,1e-05,0.99,0.05
608,1,1,0.01,0.0001,0.001,0.01,0.0002,1e-05,0.99,0.05
609,0,0,0.1,0.0001,0.001,0.01,0.0002,1e-05,0.99,0.05
610,1,0,0.1,0.0001,0.001,0.01,0.0002,1e-05,0.99,0.05
611,0,1,0.1,0.0001,0.001,0.01,0.0002,1e-05,0.99,0.05
612,1,1,0.1,0.0001,0.001,0.01,0.0002,1e-05,0.99,0.05
613,0,0,0.001,0.001,0.001,0.01,0.0002,1e-05,0.99,0.05
614,1,0,0.001,0.001,0.001,0.01,0.0002,1e-05,0.99,0.05
615,0,1,0.001,0.001,0.001,0.01,0.0002,1e-05,0.99,0.05
616,1,1,0.001,0.001,0.001,0.01,0.0002,1e-05,0.99,0.05
617,0,0,0.01,0.001,0.001,0.01,0.0002,1e-05,0.99,0.05
618,1,0,0.01,0.001,0.001,0.01,0.0002,1e-05,0.99,0.05
619,0,1,0.01,0.001,0.001,0.01,0.0002,1e-05,0.99,0.05
620,1,1,0.01,0.001,0.001,0.01,0.0002,1e-05,0.99,0.05
621,0,0,0.1,0.001,0.001,0.01,0.0002,1e-05,0.99,0.05
622,1,0,0.1,0.001,0.001,0.01,0.0002,1e-05,0.99,0.05
623,0,1,0.1,0.001,0.001,0.01,0.0002,1e-05,0.99,0.05
624,1,1,0.1,0.001,0.001,0.01,0.0002,1e-05,0.99,0.05
625,0,0,0.001,0.0001,0.01,0.01,0.0002,1e-05,0.99,0.05
626,1,0,0.001,0.0001,0.01,0.01,0.0002,1e-05,0.99,0.05
627,0,1,0.001,0.0001,0.01,0.01,0.0002,1e-05,0.99,0.05
628,1,1,0.001,0.0001,0.01,0.01,0.0002,1e-05,0.99,0.05
629,0,0,0.01,0.0001,0.01,0.01,0.0002,1e-05,0.99,0.05
630,1,0,0.01,0.0001,0.01,0.01,0.0002,1e-05,0.99,0.05
631,0,1,0.01,0.0001,0.01,0.01,0.0002,1e-05,0.99,0.05
632,1,1,0.01,0.0001,0.01,0.01,0.0002,1e-05,0.99,0.05
633,0,0,0.1,0.0001,0.01,0.01,0.0002,1e-05,0.99,0.05
634,1,0,0.1,0.0001,0.01,0.01,0.0002,1e-05,0.99,0.05
635,0,1,0.1,0.0001,0.01,0.01,0.0002,1e-05,0.99,0.05
636,1,1,0.1,0.0001,0.01,0.01,0.0002,1e-05,0.99,0.05
637,0,0,0.001,0.001,0.01,0.01,0.0002,1e-05,0.99,0.05
638,1,0,0.001,0.001,0.01,0.01,0.0002,1e-05,0.99,0.05
639,0,1,0.001,0.001,0.01,0.01,0.0002,1e-05,0.99,0.05
640,1,1,0.001,0.001,0.01,0.01,0.0002,1e-05,0.99,0.05
641,0,0,0.01,0.001,0.01,0.01,0.0002,1e-05,0.99,0.05
642,1,0,0.01,0.001,0.01,0.01,0.0002,1e-05,0.99,0.05
643,0,1,0.01,0.001,0.01,0.01,0.0002,1e-05,0.99,0.05
644,1,1,0.01,0.001,0.01,0.01,0.0002,1e-05,0.99,0.05
645,0,0,0.1,0.001,0.01,0.01,0.0002,1e-05,0.99,0.05
646,1,0,0.1,0.001,0.01,0.01,0.0002,1e-05,0.99,0.05
647,0,1,0.1,0.001,0.01,0.01,0.0002,1e-05,0.99,0.05
648,1,1,0.1,0.001,0.01,0.01,0.0002,1e-05,0.99,0.05
649,0,0,0.001,0.0001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
650,1,0,0.001,0.0001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
651,0,1,0.001,0.0001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
652,1,1,0.001,0.0001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
653,0,0,0.01,0.0001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
654,1,0,0.01,0.0001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
655,0,1,0.01,0.0001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
656,1,1,0.01,0.0001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
657,0,0,0.1,0.0001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
658,1,0,0.1,0.0001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
659,0,1,0.1,0.0001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
660,1,1,0.1,0.0001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
661,0,0,0.001,0.001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
662,1,0,0.001,0.001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
663,0,1,0.001,0.001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
664,1,1,0.001,0.001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
665,0,0,0.01,0.001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
666,1,0,0.01,0.001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
667,0,1,0.01,0.001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
668,1,1,0.01,0.001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
669,0,0,0.1,0.001,0.0001,0.0001,0.0001,0.0001,0.99,0.05
